tweet,label
"All these afternoon groups are trash besides the Bubba , Keegs and Furyk group ",0
All these bitches   niggas be Trippin offa what type of relationship me   duddy got like we not fuccing no more   we not dating . ,0
All these bitches know that you 're my nigga ,0
All these bitches love Mosa sippin on the coca ,1
All these bitches talk shit that 's why bust em in they shit ,1
All these bitches wanna be like Kim K and fuck their way into being rich but it do n't work like that . Get a degree   work a desk job you hoe ,1
All these bitches wanna fuck on a thug ,1
All these bitches want love from scrappy . ,1
All these break ups gon be a crazy hoe free agency this summer ,1
All these faggot fell asleep on me ,0
All these fuckin dudes do is bitch at the refs .... shut the fuck up and play ,1
"All these hoes fuckin ..... Be Careful Just cos she look good , do n't mean she 's good for you ",1
"All these hoes fucking , but they do n't want to seem like a hoe so you got ta hit em on the low . ",1
All these hoes say that wanna be cuffed bitch cuff this dick ,1
"All these hoes trife I can never cuff , I 've been hurt before so I can never give a fuck ",1
All these hoes want boyfriend 's but the last thing I need is more ties ,1
All these niggas with these   Love Quote Pages are some pussies . Them niggas do n't be living what they talking bout ,1
All these ratchet bitches killin Gossip Girl ,1
All these ratchet hoes be on tha same stuff ,1
All these so called real niggas and they hoes ai nt nuttin but some massah luvin uncle toms   aunt jamammi 's fakin da funk . ,1
All these touch screen phones and hoe u still got flipped ,1
"All theses hoes on me , they so phony ",1
All trash Now that 's a lot of stolen shoes ... ,0
All y' all bitches corny lol ,1
All y all bitches dress alike wassup wit that ? ,0
"All y all bitches fake an wanna b 's get y all life , ",1
All you bitches can keep getting jealous . I loveeee ittttt ,1
All you bitches extra easy when y all drunk lol unless ur sober friends there to save youu ,1
"All you bitches know you re trying to find yourself on the website , who are you kidding lol ",1
All you bitches thirsty hella worried about IG ,1
"All you got ta do is be funny , witty and charming and the bitches will come to you naturally you ai n't even got ta do shit but be yourself ",1
All you hoes are hoes for tweetin about ya panties bein wet ,1
All you hoes middle name is n't Nicole   The jig is up .. ,1
All you ladies pop your pussy like this ,1
All you muzzy lovers need to do one thing . Tell muzzies in the mideast to leave Israel alone . Do n't start no shit wo n't be no shit . ,1
All you ofay got left is da Oscars . Better Enjoy dat before us colored folk get dat too ,0
"All you pussies is losers , all my niggas is winnin ",1
All you see is straight pussy in my iPhone ,1
All your selfies are booty pics ... Cause bitch you always look like ass ,1
Allergies ai n't bothered me all summer now all of a sudden in the middle of august shit is startin to get real . Ai n't that about a bitch ,1
"Allergies have my eyes all red and chink eyed , I look like I 'm stoned ",1
Almost cussed dis bitch out at mcdonalds talmbout da register down so dey ca n't serve us .. umm bitch give us da food fa free den ,1
Almost done with this bitch ass room .... ,1
"Almost everyone I met in   was absolute trash . And if they support a republican government , I hope they fucking die . ",0
"Almost forgot 40,000 tweets still no bitches ",1
Almost got in a fight with a southwest faggot at the carnival lol ,0
"Almost got to see a white boy get beat around today , but he ran like a bitch . ",0
Almost half of North American bird species threatened by climate change     ,0
Almost just said some bitch shit ,1
Almost quit today they had me fucked up .. False promises to get me to work harder that 's some hoe shit . ,1
Aloha bitches 27 minutes before I caught a 32 ft     ,0
Alotta people say they loyal to they niggas and bitches .... Yall ai nt shiiittt . Someone throw a few dollas in ya face you 'll be snitchn ,0
Already had to unfollow that bitch . Annoying af . ,1
Already more yellows than the last 2 years combined   ,0
Already scratched off mines Paying for pussy still on my bucket list ,1
Alright Vacarro you bitch ,1
Alright ya faggots . Lets just stop with all the SO and RT . No one gives a fuck on what you think of other people . Probably lying anyways ,0
Alright your time is up Cheesecake trash ,0
"Also love angry old Irish bartenders pussies have one beer and ask for a glass of water , fuck them I ignore that shit ",1
"Also , anyone who wants to bitch about the prices at Disney needs to check this out next time .   ",1
"Also , it a hiccup to Jihadi propaganda they portray themselves as the only ones willing to die for their cause . ",0
Always a good sesh wit my niggah blakk ,0
Always broke niccas how yu Robbin ,0
Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed ,0
"Always wanted to fuck that bitch , thank you god I fucked that bitch ",1
Am I really going to sit here and cry like a bitch .... ,1
Am I the only   man without a fag hag ? I guess I am . ,1
Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window(ewww ,0
Am I wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room ,1
Am ghetto ,0
Am so high that birds and planes are my peers ,0
Am sorry I ca n't stand stand some black females especially the full breaded Africans bitches being have std and shit I prefer white girls ,0
Am zoneing they say I 'm possessed it 's a omen I keep 300 like the Romans with 300 bitches with the trojans I been a menace for the longest . ,1
"Amanda Bynes is crazy , idc what else y' all wanna call it but da bitch been crazy . ",1
Amanda is a bitch omg I would beat her ass lol ,1
Amazing . You know what they say about birds of a feather ,0
Amber Rose is one of those bad bitches who only get along with dudes ,1
Amber wants a million ... Wiz just like ... Ok bitch I spend that on 2 cars .. ,1
"Amennn   If your girlfriend does n't like that bitch , you do n't talk to that bitch ",1
America is white trash and so are all Americans . ,0
American culture is stuck to the side of the toilet . Graffiti writers in Europe can create better art without any lowlife trash sex jokes . ,0
Amina ass ... Peter you just fucking the bitch I do n't like her voice ,1
Amo hangs ,0
An awesome Friday . Not a day for pre - weekend news - dumps anymore . Another weekend to celebrate progress my fellow queer folk ,1
An if u ai nt a hoe get up out my trap hoooouusssee ,1
"Anacortes bucks got racks like a black bitch , dwammm ",1
And I ca n't be known for fucking wit a trash bitch . ,1
"And I lick it after you clean it , eat pussy like a dyke but I fuck like a demon ",1
And I wanna say something SOOOOOO bad to these two cunts on Twitter eh .. ,0
And I was like yeah bitch ,1
And I 'm definitely top 3 at makin beats in the city but y' all niggers love your trap beats so y' all probably wo n't admit that ,0
And I 'm out bout $ 50 .. These hoes be pimping me man ,1
And I 'm steady tellin dis bitch gtfo my face ,1
And I 've had enough . Unfollowing dat ass bitch ,1
And a hoe gon be a hoe regardless ,1
And bitch I ai n't bout to debate with Ya funky ass either . ,1
And by YALL I mean .... Whoever running back telling tunchi wtf I 'm doing that 's not my nigga dog niggas nd bitches ,1
And da hoes I kno u hear vodka n the background ,1
And dis nicca still rapping ,0
And dis shit is for the birds 2 ,1
And do n't come to my mf house honking ur damn horn . Get tf out the car   ring my bell bitch . ,1
"And even if the sky come fallin , bitch i m a still be high . I got faith in my weed man ",1
"And gabby was steady walking off laughing , I 'm like bitch really   , if she ever fall around me I 'm a get in my car and leave her there ",1
And get my self a bad bitch that s loyal and one hunnid ,1
And girl I 've been thinkin of ways thinkin of new ways to beat that pussy down . ,1
"And girl that pussy ai n't shit to me , baby girl roll up and get high ",1
And ha bitch break down my weed sometimes ,1
"And here standing in the red corner   weighing 145lbs the pussy destroying champion of the world , Adam nobodyknowshisrace smith ",1
"And honestly I 'm a social hoe . I 'll talk to any and everybody . Nowhere in there did I said fuck , suck , and trap . ",1
And i ai nt neva gave a fucc about a bitch boy ,0
"And i did n't wanna come off as a bitch , so I took another hit , now I think I 'm feeling to high ",1
"And if u ai nt a ho , GET UP OUT MY TRAP HOUUUSE ",1
And if yu ever need a shoulder to cry on I wo n't be there cus I 'm on my fuck that bitch shit ,1
And i m a dream about 4 fat bitches stuck in a mini van on a hot summer day ,1
And it 's always the black bitches that 's constantly late AF for no reason . Could n't refuse the ladies in free til 12   $ 1 shots ,1
And it 's got ta be some ghetto fool ,0
And just like me that bitch loaded . ,1
And little bitch ass ,1
And mad hoes you can ask Beavis I get nothing butthead ,1
And my bitch gon ' blast and she got the ass like ... ,1
And my mom was really getting me a car smh hoe f u for dat ,1
And niccas are 38 HOT if they paid 20 bucks for that Pay - Per - View ...... ,1
And now Jihadis bragging about a massive bombing in Sadr city in Baghdad .   ,0
And now lookin ass niggas and lookin ass bitches will be the terms of 2014 . Will be overused   abused in every fucking way ,0
And of course some rascally   on the radio is blaming the 19 dead AZ firefighters on   Oy vey .    ,0
And remember --- always be the person you 're born to be . You do n't have to be queer to take something from that message . ,0
And since i m gino marley my bitch just flew from Japan ,1
And someone from my class is literally sitting across from me on the bus so I ca n't even call dad and bitch ,1
And the Jew   favorited my tweet though . Lol . Do n't have anymore time for this trash . ,0
And them niggas pussies ... cameltoes ,1
And these hoes ai n't as good as they look .. I need to take my own advice doee cause If that pusxy good then I 'm good ,0
And vice versa 910 he has hoes ,1
And weres bitch boy ? ,1
And when I say DOH DOH DOH DOH bitch that be Kdot ,0
And when bitches be like me and him against the world bitch do n't nobody even know y' all together -_- nobody hating . ,1
And where do you think unsold items from thrift stores go ? The garbage . Think of all the great games that are in trash dumps as we speak ( ,0
"And you a bitch .. Even when you say you love me , you a bitch . I pray you crash like Caroline into a ditch . ",1
And you adopted bitch ? I do n't give a fuck what kind of Mental illness they claimin imma kill ya ,0
And you kno we the opposite of down bitch we up ,1
"And you a bitch   you a little fucking worm you know that , ",1
Angel stop rting that fugly bitch ,1
Anglo - Saxon Mike Oz ,0
Ankles    Hood bitches with long weave is the worst thing ever weave that be touching their ashy ankles ,0
Annie .. You crazy hoe ,1
Annnnd you 're a dyke . ,0
Annoying yelling bint next door has locked herself out . ,0
Another bad bitch fuck her for a hour another cigarette another nut another shower ,1
Another high point was a Hungarian calling me cheat fuck and cheat pussy for doing well . ,1
Another long mornin smh ... Thank God a nicca out here to see it tho real shit ,0
"Another major development in the Jihadi circles Al Maqdisi , hardcore jihadi theorist asks specifically for relief   aid workers release ",0
Another nigga hoe is another nigga problem . been had hits . ,1
Another season of retweeting every one of   's Yankee tweets ,0
Another woman ai n't gon keep me coming . Girl these hoes ai n't got nothing on ya ,1
Any bitch who show up Friday looking like the bitch from the ring I 'm punching straight in the face . ,1
Any dope nigga or pretty chick is gon have people wantin their attention .. Y'all got ta grow up with that you got hoes shit .. ,0
Any man even considering plastic surgery is gay gay gay imagine ya boy say I 'd get more hoes then u after I get these new lips ,0
Any nicca gettin it n da ass is a fag   Howw ? Please explain this twitter logic . I 'm confused .    ,0
Any person that puts anybody else 's business out there for whatever reason is a bitch . ,1
Any pregnant bitches at centreville I should know about in about to move there next ...   Idk .. I do nt go to cville ,1
Any pussy I had I can get again ,1
Any solution to ZOG which does n't deal with demographics - only laws - is no solution . ,0
Any where the $ $ $ at is where the pussy go ... ,1
Anyone want some absolutely amazing and deliciously fresh perfect monkey bread ? ,0
"Anyone want to share their thoughts on their mock draft ? ? Just kidding . SHUT YOUR FILTHY DAMNED MOUTH , YOU CLODS . ",0
Anyone who came to the US as an indentured servant is white trash . ,1
Anytime somebody say u wan hear a funny that shit gon be trash .. ,1
Apaches ' 30 MM rounds turn Jihadis into tomato soup     ,1
"Apologizing in advance for my actions , I 'm thee biggest bitch when I 'm studying ",1
"Apolonia Gardner of Imperial , CA misspells phalarope - a bird that resembles a sandpiper . The dreaded schwa ",0
Apparently I got chunky for my bday . Worse bday present ever . Lol . ,0
Apparently i m a honky . Pfft . Like that 's a bad thing . ,0
Apparently not wanting to trade your Nitro M4 in CSGO makes you a collossal faggot . ,0
"Apparently , saying something nice to someone these days means you 're trying to stick them with your poker . Get over yourselves bitches . ",1
Apple need to add some colored emoji ,0
"Apple sauce , bitch . ",1
Appropriately this guy wears the WV yellow Rick James on his face .   ,0
Are pet guinea pig is about to die this fucking blows ,1
Are poor little guinea pig died ( ,0
Are you nigguhs saying you want Donald trump as prez ? That nigguh do n't understand real american struggles ,1
Are you single but your pussy is in a relationship ? ,1
"Are you tired of the mock drafts ? Let 's just do this If Clowney is not the 1st pick , who thinks Round 1 becomes chaos ? ",0
Are n't these little border jumpers supposed to be in school ,0
Argue to make up . Not to break up   get back together that 's retarded in my eyes ,0
Arguing over a bitch with a glued on butt ,1
Arod like ugly bitches that like to fuck ,1
Arroz con pollo ,0
Arturo keeps calling me ghetto ,0
"As Chanice say that , I realize the coons move from drinking Moet to Belaire . All yuh feel all yuh so fancy with all yuh $ 30 champagne eh ",0
"As I tweeted before any man telling me to go to the kitchen this season could tell his mom that , father probably would n't of left .. bitch ",1
"As a girlfriend I 'm NEVER getting close to my boyfriend friends , cause they can be telling me one thing , and telling these hoes another . ",1
"As a girlfriend , you got ta accept the fact hoes gone be all up in his face . But as a boyfriend , he better let them hoes know wassup . ",1
As a man ... I feel like you a bitch if you living off a female . Havin her buy all yo shit fucc that never be dependent on someone ,1
As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it 's gon na be a ,0
As good as Percy Harvin and Peyton on the same team sound That so retarded lmao ,0
As if it WASNT gon get Bacc to me   bitch your outta your fuccing mind ,1
As long as you gon feed me pussy when I get the munchies ,1
As of today i m cutting muthafuckas off bitchesniggas that never show love or just temporary people iont need um ,0
As soon as a Democrat gets a chance to ? the political hack   goes to commercial then back with Bolton LMAO   ,0
As soon as a bitch think shit sweet .... Give em wat they been asking for ,1
As soon as bitches get on a come up you got that one bitch that CANT Wait to tell ppl your downfall before the come up   ,1
As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up . Pisses me off . ,0
Asha had a little voice in my head telling me to fuck with these hoes . Was n't kendra ,1
Asha my bitch doe ,1
Ask a bitch in 2014 if she would rather have JESUS than silver   gold I bet u she tell a lie . ,1
Ask around n the streets bitch bout Jay ,1
Ask the governor how we are supposed to pay for this ? Typical   mentality . Government is EVIL until we need them LOL ,0
Ask tht bitch when she gon let a yung nigga blast tht ass ,1
Ask your bitch about me she turns into dori . ,1
"At 6'0 ? Good luck Nh nh I 'm 6'0 , 150 . One of you bitches better reproduce with me . I can give you an athlete . ",1
At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out ,1
At a point where I 've got to make a tough life decision . Ice black translucent sole or solid black sole on my KD VI 's . Blk or orange airbag ,0
At all my ritz crackers . Idk what to do with myself anymore . ,0
At least i m a a faithful bitch ,1
At pussy cat lounge killin it with my girlz   and ,0
At the MLK march tryna find a man bitch we see U ,1
At the Mexican laundry mat and it 's PACKED denna hoe ,1
"At the bar in downey wit my uncle , this niggah faded hopefully he does nt get us into a fight lmao ",1
At the doctors with sam she s such a pussy the had to put a cotton swab in her nose and she just about started to cry -_- ,1
At the end of the day seniors still love that young fresh pussy from west case closed ,1
"At this rate , I 'd cheer for the awful New York Yankees over the St. Louis Cardinals . ",0
"At work but wish I was floating in my 15 ft . , on sale at Walmart , redneck pool that my husband probably has n't cleaned since last weekend . ",0
Ate the receivers really fast or is pass coverage trash ? ,0
Attention one and all .   just motoroboated my knees . Someone get this jiggaboo some water . She ,0
Auburnnn hoe ,0
Audio Happy Valentines Day bitches .   play this while you get laid . ,1
August alsina   ghetto ,0
Austin is a funny niggah ,1
Autocorrect makes my how 's life change to hoes life . What the duck . ,1
Average is basic and basic is trash ,0
"Aw man , that bitch she go hard .. Put it on me I 'm like Oh Lord ... No panties , baby , no bra ",1
"Awe did I cut you off and make you mad ? That 's too dam bad , shoulda been going the fucking speed limit bitch ",1
Awk ... U do n't like your own nephew   cousins bc our race .. LMAO broke ugly bitches fuck them we do n't need them ,0
Awwwwww That ai n't my hoe . ,1
Awwwwww they no Kaep ai n't rape no bitch ,1
Ay cuh its HOT AF . I m finna go buy yo bitch some ice cream . Lol ,1
"Ay fuck wieners , remember to eat before you drink and remember to drink water while you 're drinking and also to go eat shit you pussy head . ",1
Ay what are some good barsclubs to hit up in Denver ? ? Should be up there Saturday night to coon out . ,0
Ay y all heard that Rich Gang tape thou ? ? That bitch on Flame ,1
Aye a nicca is tired tho ,0
Aye it 's a lot of niggas out here that ca n't fuck a bad bitch unless they get her drunk smh ,1
Aye my NIGHA   Gone let ya bitch fuck wit my team   donjuuuan ,1
Aye the part be treating the bitches too good ,1
Aye we all needa keep are heads up high who cares if we lost we all went and tried our best   is a bunch of trash talking pussys   -.- ,1
"Aye , Mcdonald'ss got a fire ass frozen strawberry lemonade .. This bitch so wet ",1
Ayee hoe ,1
Ayo I jus had a mini heart attack behind the wheel .. north Philly n fire crackers do n't mix I ,0
Ayo twat boy I got ta new phone give me yo jack now ,0
Ayo why da hell ai n't nobody hip me to these niccas   ... ,1
Ayo   unblock me so i ca tell you how garbage yo bitch ass playing .... ,1
Ayy Carlton is a ghetto school now ,0
"Ayy yo   my nigga   be all up on da , pussy not lettin dat muafucka breathe . ",0
Ayyyyy I 'm sipping on a free slurpee and seeing The Front Bottoms tonight . I 'm a happy clam . ,0
"BASICALLY ,    right wing reactionaries , drudgies , teabaggers , libertaritards , all hate our education system and teachers . ",0
BC y' all hoes ,0
"BF I think we need some pet insurance . GF LMAO , why , what for ? BF Because I 'm destroying your pussy everyday . ",1
BITCH Stop thinking ur entitled to politically correct responses ... bitch ,1
BREATHE You are going to kill yourself if you do n't EXHALE Killin you hoes ,0
"BROS BEFORE HOS ... and there I was with my bros , without any hos .. ",1
BRUH lmaoo   Them hoes was nasty but I kept eating them   What the fuck happened to these ? ,1
BRUH Them ugly hoes say a nigga arrogant ... ,1
Baby I can make that pussy raaain OFTEN . ,1
"Baby I can make that pussy rain , often ",1
Baby I can make that pussy rain ... Often ,1
"Baby I 'll whisper Vietnamese to you all soft like , ching ... chong ting o long .... ",0
Baby girl your pussy looking so vacant .... ,1
"Baby moanin , got me zone'nn   I want this bitch next me , pussy like ecstasy   . ",1
Baby pussy ca nt be your only hustle . Unless u bad as Naomi Russell . I mean a lot of ppl got money . So basically Russell ai nt the only Russell ,1
Babydaddy needing bail money say that s wat she gone do talk a whole alotta shit but swear that bitch gone come through ,1
Back   me and   used to have to stiff - arm bitches that kept tryna steal our fitteds ,1
"Back in America , and I 've become a basic bitch again . ",1
Back in this bitch again .... ,1
Backdoor is open them hoes will let you fuck em in the ass . Usually an extra charge plus the rate you agreed upon . ,1
Bad Asian bitch yea she look just like Kemora ,1
Bad bitch contest you in first place   ,0
"Bad bitch give good head , dumb bitch get hood rich ",1
Bad bitch good head I think she ah keeper ,1
Bad bitch ,1
Bad bitch on my line tryna give me brains ,1
Bad bitch pussy aquafina call her Crystalina ,1
Bad bitch selling molly I might take one ,1
Bad bitch with me and you kno that her ass is fat ,1
"Bad bitch , chest out ...... no wonder why Miss Righteous keeps on getting left out ",1
Bad bitches ai n't cheap ,1
Bad bitches ai nt cheap better pass her if u broke ,1
Bad bitches an good weed ,1
Bad bitches and good weed ,1
Bad bitches be all ova me .. Besides pussy what could you offer me ? ,1
Bad bitches every where ,1
"Bad bitches from Oakland , she could beeee a model ",1
Bad bitches hate broke niggaz . ,1
Bad bitches in dirty ass houses ,1
Bad bitches in the pen make my toes curl ,1
Bad bitches is the only thing I like ,1
Bad bitches is the only thing that I like ,1
Bad bitches is the only thing that I like   this Saturday    ,1
Bad bitches is the only thing that i like ,1
Bad bitches is the only thing that like ,1
Bad bitches only ,1
Bad bitches only ... ,1
Bad blood in the camp   if it 's bout a bitch just know I do n't respect it homie ,1
"Bad chicks send em in .. Basic hoes toss em out , ca n't even get Waffle House .. Hating niggas chalk em out gone get the coffin out ",1
Bad foreign bitch she a walkin Ferrari ,1
Bad lil bitch ai n't never seen her ,1
Bad lil short fine bitch lil petite sumn ,1
Bae got ta bitch   whoops ,0
Bae juss the new side bitch lingo u ai nt special hoe ,1
Bae made me deep fried Oreos ,0
Bags Bags that 's that bag money trash bag black and it 's filled up with money ,0
Bahaha omg   this bitch is crazyyy . ,1
"Baked Montreal chicken , cheesy brussels sprouts , garlic butter triple cheddar   chives yellow mashed ",0
Bald head bitches think it 's their time to prosper ,0
Ball is life ? No bitch bench is life ,1
"Bands will make her dance , stamps will make her twerk , If Romney becomes president , these hoes will have to work . ",1
"Bang , bitch , you think I 'm strange , bitch ? It 's bananas like a fucking rangatang bitch ",1
"Bank robber who wore zebra - print dress arrested , police say ",0
Barkley is trash ,0
"Barry 's ( whitey ) brownshirts run wild in Oakland . Following the lead of N.W.A. , punks chant F the police . ",0
Barry 's hoe Michelle is walking in now . Ugly beast she is . ,1
Baseball is n't the same without the Yankees in the playoffs   basketball is n't the same without the Lakers in em . ,0
Baseball ......... w   for her birthday for some reason ? Lol ( Yankee Stadium ) on   ,0
Basic bitch no chill ,1
Basic bitches   lame niggas ,1
Basic bitches everywhere ,1
Basic niggah in his basic clothing ,0
Basically saying that the pound does n't belong to us and it 's English ... Greedy cunts ,0
"Basically , so ... just do you . * shrugs * So if you 're worried about being a ho or looking like one , good luck . ",0
Bathing Sphere Suspended Orb Tub Not for Shy People      and yet ,0
Bbl gon na go sob over gay bird babies . ,1
Bc I got too many bitches ,1
Be a dog to these bitches bt be a KING TO YA QUEEN ' ,1
"Be a girl with a mind , a bitch with an attitude and a lady with class . ",1
"Be fearful of the wrath of God in a country where many mock Christianity , embrace perversion , abortion , and bows to PCmulticulturalism . ",0
Be mean or rude to my little sister again and I 'll kick your ass . It applies to all of you little snooty bitches . K thanks . ,0
Be my backbone every nicca need a spine ,0
Be trippin when I call you hoe but bitch you know I talk like Dat --   voice ,1
Beans that were yellow before Friday night are brown now - a few green leaves curled - frost but not freeze - bean size reduced - top end shrinks ,0
"Bears game today bitches Not to mention , lean and bud before the train ride lol ) ",1
Beat the pussy down like my nemesis ,0
Beat the pussy in so well her shit still hurting from a week ago ,1
Beat ya bitch pussy up every time I see her like a bully .. Then send her outta town wit 4 cookies ,0
Beautiful Fairy Elegant Dress ,0
Because I had to accept being called a bitch every time I asserted myself . ,1
"Because I 'd rather wear my hair long and have piercings , I 'm a faggot that will never go anywhere in life . ",0
Because a nigguh but do n't mean you 're pussy is bomb ,0
"Because at your local insurance agency , the customer is ALWAYS our bitch .   ",1
Because idk if your still tryna get with her again or not ? ...   bitch i might be ,1
"Because if nobody was judging the birds , this account would n't even cause a ripple in d ocean ",0
Because of the message that sends to LGBTQ residents in the state . Not as if West Virginia is a paradise for queer people . Today is major . ,0
Beefin ova bitches trade ya clip for Pom Poms ,1
Been Huntin hard and finally nailed her . Best wedding koozie I 've ever seen .   ,0
Been a trill nicca since a Lil nicca ,0
"Been a while since it 's just been me solo at the crib , feeling kinda lonely like a hoe ",1
Been hooping all day tired than bitch ,1
Been schooling these bitches since 92 ' ,1
"Been sleeping toooooo much , fuck it i m a enjoy it before i start working 2 jobs like a hoe haha ",1
"Been told by a lot of people that I 'm cool then a hoe , and that they do n't understand why someone would n't like me ",1
Beer ball is n't for pussies ,1
Before I let a pussy cut my hair I just will let it grow ,1
Before the madness with my single bitches .   ,1
"Behind every independent woman , is a pack of hating hoes ",0
"Being a girl sucks . We have to deal with periods making us a bitch , shaving our legs on a daily basis , and worrying about what we eat . ",1
Being a hoe ai n't cute ,1
Being a hoe is cute in 2014 ,1
Being a sober soul just was nt interesting .. bitch i m living    ,1
Being coons   At ? ? ?   Y'all are amazing . ,0
Being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend ,1
Believe in the heart of the cards bitch . ,1
Believe it or not hoes get boring after awhile ,1
Ben will gett ya some pussy .. ben will get ya some head ,1
Bengals kicker trash . ,0
Benzino is a bitch point blank period ,1
"Besides my sisters , this is one of two bitches you will always catch me with . ",1
Best behaved kids ever at mommy 's commercial audition . Oreo McFlurries for everybody   ,0
Best of luck to Tino ' The Bambino ' Martinez in Miami ( your legacy is saved LOL )     ,0
Best rider ? That goes to a blaxican . ,0
Bet Charlie Strong has contacted Ridley ,0
"Bet they want a cookie , Bergbrain ? You mean like you want a cracker ? Kinda bitter here today aren'tcha ?   mngop ",0
Bet you ai n't gone   em tho .. Na why OOMF just tweeted that ?   she know ha pussy WACK ,1
Betta ask round these streets bitch bout Jay ,1
Better keep ya shit n line nicca ... ,0
Better nip that shit in the bud early . ,1
Better play your part bitch do n't be a smart bitch cuz I might have a change of heart ,1
Between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me . ,1
Between this trend and the vines acting like women its like niggas could n't wait to be faggots ,0
Beyonc more of a hipster bitch wit no hips these days ,0
Big G - Day so to    nicca lol ,1
Big Red and fat squaw ... lol my hubby is so funny ,0
Big Squawk Q when will DFL dump Ryan Uncle Tom Winkler ? } Not going to happen BergBleat on . proud   ,0
Big bird holds press conf claims he does not care for the letter f ,0
Big bitches be like   I m Thick yea bitch atound the midsection ,1
Big black bitches out here arguing ,1
"Big boobs = no ass No ass = big boobs Big boobs and big ass = ugly face Big boobs , big ass , pretty face = hoe . ",1
Big bro moose trying slide into these hoes DM 's ,1
Big greenmile tweetin ass nicca ,0
Big hair bitches ,1
Big moe rn like a hoe haha yuhhhh ,1
Big night of      and        ,0
Big ol pussy Harrington blocked me again ,1
Big thick pretty bitch ,1
Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard ,1
Biggie was and always will be the flyest cunt in rap . ,1
Bigots demand recount in    rights ordinance referendum      ,0
"Bij vraag wat is d naam van de engels des doods , dacht eerst Robert . IkIsrael .. uhm iets met Gargamel , hoe heet die kat ook al weer .. oja Azrael ",0
Biker gang looking ass bitches with titty tats . Foh sons of anarchy . ,1
Bill Cosby stealing pussy ,0
Bill Romanowski is still a cunt . Who saw that one coming . ,0
Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO bitch pick one . Fucking hate you . I know you proud but shit . ,0
Birthday today bitches and I got ta work ,1
Bitch I want my number back yo pussy mustard ... oh yeah FUCK DAT BITCH TRUST ME ,1
Bitch I 'm not about to eat ya pussy all day long .. I got a life . ,1
"Bitch I 'm the man that 's right I said it , bitch I 'm the man do n't you forget it . ",1
Bitch ai n't u his lawyer y u thank ery body STFU kill dat bitch to ,0
Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up ,0
"Bitch ass nigga , be hating on black women ... Uncle Tom bitch punk . ",0
Bitch ass people are the first to call someone out for being a bitch ,1
Bitch bitch bitch ,1
"Bitch do n't talk yo shit then , say you on papers when a bitch trinna get down   you a straight FAG BITCH foe dat . Scary ass hoe . ",0
Bitch duck on whore ass slut cunt ha Biden it 's Gucci . Tho whatever . Nigea   ,1
"Bitch fuck yo nigga , what 's up with that pussy ",0
Bitch fuk wat a hater got ta say ....... brickk ent ya bitch ,1
Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face ,1
Bitch i would n't eat yah pussy wit another nigga tongue ,1
Bitch just sucked my dick and tried to give me sugar bitch get out ,1
Bitch killa gone be dacing in that bitch cdfu ,0
Bitch nicca talmbout a mf 3peat .... Df y' all ai n't da Lakers ,1
Bitch shutcho got damn mouf hoe Mallett ai n't gon help yo funky ass texans ,0
"Bitch you frooooontin , bitch you frooooontin . Lol ",1
Bitch you 're the ugliest cunt ever . ,0
"Bitch , you may have a million dollar body , but you got a dollar menu face and a four - piece nugget pussy , so you ai n't worth shit . ",1
Bitches ah have a baby   be like do n't claim my child bitch you good   goddamn well ai n't NOBODY claiming your creature ,1
Bitches ai n't shit but hoes and tricks ,1
Bitches always like you got hoes .. I be like duhh I 'm tryna make you one of em   nbs ,1
Bitches always think somebody want them or they little coochie lol chilling do nt exist nomore ? Iont want y all hoes ,1
"Bitches be 17 in the 9th grade talking about   where my bae at ? No bitch , where ya credits at ? ",1
Bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz got ta be upscale . ,1
Bitches be having a nigga but want to be another nigga WCW bitch it do n't work like that ,0
Bitches be in they feelings to much like live bitch ,0
"Bitches be like Keep Calm I 'm Single ........... first of all bitch , nobody was hype ",1
"Bitches be like New Avi   and I 'm just like bitch , your new avi is UGLY , your old avi was UGLY , bitch YOU ugly . ",0
Bitches be like I want something real ... And I be like I want a bitch with real hair but we ca n't always get what we want now can we lol ,1
Bitches be like i m nt beefing over a niggah smh ,0
Bitches be like niggas ai n't shit ... Naw bitch maybe you just ai n't shit ,1
Bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu ,1
"Bitches be screaming fuck they nigga , but get mad when another bitch fuck they nigga ",0
Bitches be sounding damnear retarded on tbh videos   nbs ,1
"Bitches be tambout my party ..... no bitch , its everybody party .... ",0
Bitches be trying to squash all beef wen they find out they pregnant Some hoes do nt give a fuck ,0
